Not_filtered,Be,B,Na,Mg ,Al,P,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Mo,Pd,Ag,Cd,Sn,Sb,Ba,W,Pt,Hg,Tl,Pb,U
1,0.863775182895228,1681.72345239642,2708604.91446691,363842.26661544,4997.33776506871,2246251.22723041,2021318.5895057,820841.176562503,80.5920061211085,193.450868053804,4175.17245769503,27834.7418698349,527.155066031292,412.66125777616,2392.68661029555,14723.0755515535,21.0867099301326,1942.89001763459,127.099018149261,1.42330735572195,2.95148154026133,11.4893867844811,18.6179844352498,13.0443641458525,918.125062926479,51.8525577840954,4.87960604989687,2.8978754119632,1.27157827001899,14.6434716739737,1.57477503025867
1,-0.273611537947245,588.446131344588,2066074.69338309,183413.613931718,1882.69974008567,2346026.22191295,898172.582704166,885874.222708783,69.7253621833613,84.6512302110974,1809.40060378611,11692.1694045558,37.1222817784016,55.6509367012434,765.793456087929,11833.4183313023,18.556532377577,2021.56983375553,91.7242592480877,0.126951235872251,1.14158505306305,4.29674450767965,3.42256812087151,10.9406735517716,367.852848158863,0.910241497803764,3.68359324743602,2.84560108054002,-1.33745203716501,3.53231947800197,0.542029782525517
1,17.2614316963537,30974.0538435913,114326.607447674,90235520.4227575,79118.8206310301,74657.3392871431,72297.3798889943,185586157.768177,5189.73667187302,2125.89986787443,32521.916751925,148254.205651947,172.431030882229,3409.49146761485,474.098257202236,3428.14074765148,127.766091612562,1743.6283045212,379.179032227631,28.1411177179079,6.12499937706164,248.239217333863,8.59817079506341,26.5648686597697,7850.84341585917,16.200629759753,1.62207140801141,7.57478042979607,4.93586029993063,45.3128585592972,755.631745635652
1,4.67618573604209,225800.38109357,116506.628912522,30900732.1765463,44319.4424788873,1138980.14918798,134012.128425142,125326348.461982,1654.14283741983,7249.41594455913,431635.359412208,59504.6901284882,103.132340036872,941.738003325298,109740.517832677,1298435.48567672,51.2171226255982,8417.59809058365,7390.55650649015,24.1623636850533,3.84510438880706,46.4663982405358,2.95742848500273,22.3017340937937,1865.54078763281,7.02715638083896,1.58207912106658,8.76413033398009,0.631177681700075,29.6326719652217,94.2291196970362
1,1.46997429459676,4142.4825569708,835053.312976036,383037.815949761,12602.0673738923,217279.615335344,3085655.70872504,578111.169543619,122.876360059662,425.68908340269,2788.87169994043,16445.6208688366,41.6227369022261,710.515826305438,8550.84529341709,1781.60238247048,89.5004606472533,909.754542747946,134.797636836395,3.24021015410262,2.5315146707194,1.06108145481404,17.0117866039069,40.8734286801944,617.26115404319,7.11432126850704,5.15293313278388,5.14059172259922,1.96769317025732,43.1768644310526,8.01637244390685
1,5.69066902814341,5997.2023754242,1396440.90330357,2824564.89968039,5241.58622136761,1829079.24012885,11711192.2212131,906894.334206592,1355.61924770476,203.529003105951,22918.1017627306,8918.39345950213,208.982236412902,799.947764524524,4001.4285558373,16087.4091723402,499.674163743074,1203.24061677696,205.231777712891,3.19466685353839,1.77047610281004,3.02839416095083,14.1187760717334,16.0559500776341,1165.54591967087,133.632625910097,4.81721224352866,4.16326482669573,50.9523369001014,122.573604245113,5.32085560291788
1,6.67031382861225,485.423862876045,24193.2121824246,10157.7777771307,181.378375474634,79095.4232927485,18530.0937669762,32654.4052048058,53.0497700226192,16.7962494156244,92.4338315830383,527.280060887196,108.468178946025,1.57218898455395,50.5183260490256,829.68420163569,15.0478240245153,1418.97910575806,18.300687230208,6.82920453106599,5.67046513816471,5.64119752116512,8.79105378090259,12.2536369429482,111.615488279757,5.92131839944253,10.3166088351576,3.50720667507728,4.94723098351529,7.57089023852729,5.85915980475082
1,-0.963071502110273,133.549206349101,-245.705376131931,-700.259944246414,255.887113015672,828.990465491724,-4125.62968990022,-1084.3731657761,-29.2023076230151,3.06584380495468,-15.5567708975603,69.0123987635092,-18.1928355843104,1.06493043728044,6.25192113070839,128.245963065207,-5.07052999333979,-294.632122746937,-7.48945301685473,-0.69963419320062,-0.803369594811636,-0.906308832234783,-0.429802934296631,2.06877814356413,-5.08731903222301,-0.781103137689075,-0.711023670603808,18.2171954952876,-0.460566136102001,0.81969841859907,-0.974717339635559
1,953.513886569025,9841.85502542881,8933.12558690371,8307.91906590648,9593.86020713845,9197.57649846998,4937.90573306825,8313.99995084442,9433.39438394979,905.527219273,9235.74174326859,9272.16653076293,903.095179014277,901.663408002051,9335.95786982768,9103.31151451508,906.996317882206,8334.55424864021,9776.57626263203,997.994052450903,1023.97547823432,937.630179998932,1013.1409402256,1016.21825323219,9989.26755242649,1026.29156277442,967.22185627109,512.520353858323,1013.21723160806,988.720678625631,1025.22682435752
1,924.080387243107,10684.2271299519,54382.1936940638,557613.664671593,9881.48582249767,444308.498594658,2895922.60910284,392316.431663522,9035.22565777454,881.736383117294,15657.0610176323,10405.6388795203,886.137312981857,1010.39725623161,9738.75655394871,10545.7569220939,885.621718925137,8872.23989095755,9226.41584922227,919.88868157063,958.021542137278,901.212848734747,949.240845494272,961.388436295495,9989.64216897018,966.22666314976,922.399517849658,452.185089974007,972.305294507897,955.862907092137,973.651269215069
1,-0.900677420103849,547.905605785852,2072.35706849025,11061.8819781285,497.583824844322,17176.0610097975,8479.77758911018,15175.6754901732,-28.2898071467425,21.4774885579657,69.3263805960853,607.89395719718,-15.1797009122001,27.5881158875084,334.16362794356,355.953400515064,-3.86850544250556,64.7122465805604,-4.12013520424544,-0.484786088466126,8.25594585813494,0.364632561829362,3.16562146412256,4.0441183141288,107.990681987073,-0.214262931340798,0.416329941523953,8.7970839235308,-0.18665936467746,5.61743740081128,-0.775268991813339
1,1.55006579324496,12252.6735575758,245070.942295904,393323.957802141,1763.10422914783,2951514.20613758,29859899.4215549,405267.306405833,-20.7521653271453,92.3498131635007,12705.8920679935,15390.6153852302,27.8376357780321,341.187697102296,2756.11917099528,3638.86305464653,160.435050699594,433.041174604594,123.201971028599,1.8334129462456,1.68141046218655,1.65569758635588,11.7065607454399,21.968384749119,6401.25597393339,83.7169102041784,5.04668787467053,11.530231494918,2.13149456770656,90.3329822698862,1.39518553227409
1,-0.701442621070744,3635.36950906339,262876.213528201,487116.956847544,2107.39630533233,473733.316772629,3638614.88689125,280949.959566154,-23.1242767381508,179.577651673561,16970.9375533927,2559.19531792266,34.206783814924,361.607461566136,2582.67277089511,12815.9785849337,46.0091025138986,666.511495696112,27.0831728717323,-0.054614694013028,-0.541448079941429,-0.215867616414889,2.28547934065647,6.18165722049783,592.844300619581,6.21494252168537,5.82443168479856,6.35293538944546,1.09302097608216,8.95172611655605,-0.377599464548572
1,-0.630287896295886,1374.01264162699,47273.8730520594,556791.039321189,1094.31751480769,439842.156348319,2948459.98842585,381415.096081017,-26.461927856174,35.3613635663364,6569.93094434133,1284.33868190121,12.0920330779433,150.610329185013,878.89057285351,1897.7920993953,11.164099837037,330.814993203842,10.6250699437654,-0.374062222267143,-0.623250050924889,3.55683420274116,11.6941959472832,1.66560846650425,254.311218852793,0.238114061269684,0.764428528093231,7.3804778294762,2.99540648240422,9.14117365763416,-0.350261132667423
1,5.21126733400726,29516.7698739691,267063.323206456,3511024.15400514,127625.828689926,3534123.66209687,21971174.9882172,3450366.25714236,323.485933915054,5194.5556379313,50571.587155771,180296.261758235,441.316383375025,5392.4876342556,14052.940372721,42380.9751638999,138.886400808993,936.198122810732,1242.37215475392,5.40675967240567,7.34581654660278,409.020109419687,25.8435863408216,20.2409676303373,7613.62644741255,62.0124479015382,4.281147847016,7.0051882470563,18.0483494491013,303.338552715388,41.5098604549844
1,-0.815934847711931,162.01467314198,2900.78547534351,670.208711471584,520.556178968266,1701.4000062008,6565.83447483558,6001.90821980979,-26.9235683357106,16.8826113527965,36.9254992790723,1408.75546124064,-15.9569201755457,3.45117055225634,6.2731265854247,98.6006192798077,0.55612725602205,303.272260410336,-5.86387394132675,-0.657738169706539,-0.761582648306347,-0.764720379314705,-0.019739334797298,3.05735162692666,1836.51601574976,-0.683997315894125,1.2385983876561,4.06030454644643,-1.07458534464855,0.294335330423245,-0.91716929022483
1,-0.595699395984095,24068.8919884973,2229854.43279334,611864.035059193,6926.20554390784,1053430.53487485,4734054.40114021,579058.561369345,-19.6853342671069,153.005563827319,29725.1130649557,25619.1906282349,176.638658644468,949.67643771289,4275.50662617934,229248.54175049,4.56487965927895,503.005749553029,4512.60820933333,0.368198750332458,0.696809997093109,23.6785252907197,4.49461729154737,5.01381619000592,1597.82617499621,84.3519770836233,6.52838787194518,4.08027437135625,0.490731735023739,11.0444470042967,-0.202464681603393
1,-0.209274310095025,3745.73043353446,2660080.39452344,540102.043312108,11549.6896081302,1067656.61126383,3321344.88938789,540075.625804099,-5.55301368065525,522.393620946675,5608.94552791208,32682.106064322,813.904564090118,926.017168718381,3487.77050641048,11107.5808658796,5.11796747624941,800.444875324932,164.675115532935,0.032362490266856,1.55441608559859,21.9555456448586,8.45392756864947,6.88402064402745,1212.85922309159,146.506073403506,5.16723634655656,3.20814364650095,0.851182415679523,9.35533863842906,0.548716325508958
1,-0.589725636978099,3324.25720804681,2196519.31354607,497961.124522525,10041.6156489694,874378.135943358,3124764.74840625,676688.218018423,-0.838722914794303,1820.50793789787,5227.56718034541,36048.1538843519,22153.2646544665,1770.35627504827,3178.96918062046,7699.96705613972,8.52718132270561,890.394378561619,276.774187647814,-0.177525959204758,1.07159907418561,18.1632598163043,14.3827532920662,6.97118925074593,1088.48638473311,180.508253881008,4.25973325527687,3.26727379483573,0.438452609844765,8.27549994376932,-0.173658622807065
1,-0.175423270765433,2992.91585130306,2634381.23948807,464749.960978345,8325.41567645216,829980.890071341,3388758.34580308,551782.942012699,-15.033358715867,172.121237575653,4394.75623783648,24862.5615691927,108.985167742114,711.023545685565,3271.80300241959,6741.8808572516,4.95765758755992,919.440858167381,100.266716406466,0.2251383906373,0.818455057195035,19.817154527143,4.52259611476457,7.65280150133942,1139.34872626532,117.380591248566,4.07018838318599,2.73354507694285,0.629693964374294,10.2470723850808,0.063407003679332
1,-0.656533781416164,17586.8590658647,3480467.41917734,285511.181511605,7833.47951443007,711769.397390072,2157206.76835755,557708.427199983,-14.8216946614464,149.321174673651,2856.38964565491,13774.0457169331,490.88630774347,386.004024719294,1819.18252695009,4332.73902567873,2.90876632643498,10343.885295375,4948.25629442085,-0.464759718405723,0.867907763558656,9.55210571302459,3.81941005902188,5.78490097027622,606.311684473817,75.77248154164,3.37144889184617,2.36935508816627,-0.123835900525847,5.56470899056653,-0.319763908168914
1,-0.52136086664692,94.4609200597777,1677.98019365547,-424.23832116315,519.632626417832,-109.99016339573,-3363.90849445147,1120.5447239769,-23.8112659486956,6.36389869443742,2.3486403828583,294.905310745428,7.45380930779971,2.28303272318427,16.2865226646314,126.769342538611,2.70500084872212,307.080520548605,1.02515718858337,-0.151460831499878,-0.344668271288903,-0.330693504496052,4.52247594756006,5.13836589983297,14.0984673887754,0.8252355201259,4.02016309122724,4.20689193961351,-0.286726848534717,1.32379297431164,-0.449499856911758
1,-0.675734022058217,104.289489698909,1766.06006475467,-413.175021579874,389.752378076654,-39.6088194898219,-3566.20311200836,408.584285064826,-26.0659835781744,1.68028436884759,-7.12549645870013,72.723175730897,-2.90642803576427,3.07413235338516,6.15364680780725,213.222833044848,0.626631871396381,842.660121148985,-1.28633665648852,-0.365979711300675,-0.404503200806915,-0.411509416607863,5.17558830060103,3.02769597285022,12.2673877790485,0.822451783602518,2.96048282742187,3.37220048920237,-0.421794822557199,2.03088278882407,-0.599929134005998
1,-0.768867918170982,119.827143544789,1672.15993653135,-508.863983261222,220.974209554137,504.931787446311,-3830.59922508401,-982.956010257864,-26.6420369206097,2.96226079249821,0.695386647725,784.606071233533,-5.24990586182619,2.46113660535178,2.86297167608632,90.3790193139386,1.32729509389765,1030.04551959995,-1.928745450959,-0.34771451588243,-0.428354983104895,-0.409387652869941,4.77949831953878,3.60697222021664,11.656881246497,0.492863999738133,3.36877561466081,3.38261234249033,-0.289376921473498,-0.297905088369506,-0.635515337628098
1,-1.05509203851391,111.734137592069,1278.92308114484,-597.532187008033,159.402910390418,-360.675141894926,-4783.34578173496,-1484.82420572324,-29.3307691807899,1.54392255495534,-9.25794020370138,55.4577753329042,-18.9762677527633,2.18522419909264,1.66628437291267,91.8197330148868,1.4763668985959,737.989158388113,-4.15996139832999,-0.912200999144307,-0.643409980762168,-0.812327712843359,3.92085002083712,2.46718186728125,40.0534851573575,0.180724835491313,2.08049717979287,2.17913397509258,-0.681428592697214,-0.494733292347064,-0.912051060140666
1,-1.02146055436476,82.1326092424386,1999.31534829344,-714.003344662447,225.825605620762,73.5839671065975,-5079.33200542137,-1503.78604168201,-32.9868154306296,2.86578519540913,-11.0566923627858,46.5628893529878,-19.5106219303254,1.82478137419458,0.915657771932456,53.2506292035064,0.827881948872551,821.889539426179,-4.77929772271484,-0.863413476599476,-0.819988463738596,-0.866609363241389,3.71524399468346,2.53536243710679,6.75554703847236,0.323219918735099,3.10870724202315,2.58937685471707,-0.650923850162337,-0.85783822831835,-0.960625456891207
1,-0.929800208582323,112.374130474387,1517.13377700404,-283.651123458725,437.665849015241,1109.03528823364,-4853.1619024442,-349.233163362146,-24.5954353148615,1.32116437340905,6.11597894808137,1064.41874811885,-18.435953975023,1.90403683012484,-2.00725088881855,92.0330506518563,0.525313729810513,789.55309919088,-2.80882504049916,-0.733428235519214,-0.677368178982018,-0.767630259015727,4.99974605764953,2.44485038143629,16.2572274707772,0.232046527228185,2.31576863243261,1.98733432985615,-0.78533478451133,-0.280949116284043,-0.893616487601796
1,-1.01535515232519,519.75088290202,222.137586205154,9457.74771336688,387.492598472902,16370.2775786492,6453.67707751319,3743.23717679446,-32.1671817742974,27.9531907630009,55.5661767353258,624.891144800806,0.245277017447038,13.1852353343108,151.392176601934,214.293712454452,-2.9448462855995,1653.1087144251,-5.34252331249619,-0.477820257549059,7.17812983728063,0.245227420343574,2.98356679913777,3.61855547707875,91.7663007193371,-0.571084813213849,1.34203680198854,3.78010266872452,-0.589512256223931,1.96145694572403,-0.894598456607543
1,-0.861455276625585,225.539970060181,10952.8553018716,-474.11583196282,266.507541853345,11303.1379667303,2081.63239096119,-989.076087505639,-33.1231251630472,11.8233084710587,-7.11953916710347,321.733937157729,-22.7137006510467,3.45660260539881,-0.193527549179246,106.320707418208,-0.008791742319521,753.47851494828,-9.1027575639139,-0.602917943719793,-0.718464269472113,-0.813221410758158,-0.295328327598432,-0.148201337959227,1.2995899971293,-0.412469512942926,4.58805580899745,1.89355913654795,-0.990189482820843,-0.323928189299771,-0.841885495766655
1,21.6764518800662,51741160.1565503,18722.1982359775,112943.219969833,2079.78640737277,405526.140340159,357860.299558859,115327.280833609,-30.0026615625883,52.6314671923855,4654.81457075802,3518.12044760771,-14.936643989133,50.2434147108934,829.659353320028,5262.27511910433,81.087069017958,344.418737272302,315.604493638948,-0.332346389322298,-0.265530497881236,6.8786416856785,4.55800135776575,8.431424892825,68.704075648267,0.158059112629193,0.932683327802328,55.960578455148,-0.950337609873133,2.41174190393147,-0.506013716759597
1,2.75306057858663,86505.9439889945,119131.791813431,32367.4960182971,2856.08503176301,155672.099939361,17368.6569881753,104414.872811566,24.0846565596011,63.4054430271352,923.071476987254,1067.38761507837,7.59517222415125,112.8564953484,1642.37181418825,466.937102165789,103.351837053719,576.292296545117,18.7773102057125,1.65007202401125,1.6435368612652,2.02258189315574,9.02225030875649,27.3753867047018,718.018082578646,5.92031047588615,6.52498633110273,1.73705095734452,2.33735805680321,2.93223855517494,2.52027941053566
1,0.099896216660361,451.913737537445,119.456359098923,76.3365200818653,168.733493421398,988.41672486937,-826.59969297063,1563.27074285723,-11.0711858422319,-1.7577878592155,-13.8321246989094,94.428820107289,-28.8648729685728,-8.79612351174695,-2.15031998272455,117.343591654093,-1.92129054778274,-246.058439148335,-12.7539530995701,0.209727347230911,0.244219365903247,0.095550037924745,0.50421456361393,5.25984014559291,1.47986657137667,0.475418474095079,-0.084142020077637,22.1147610256871,0.189674687793175,1.45197186401134,-0.014640826042054
1,906.376099981183,9683.15696684139,10367.44055368,10458.0285967769,10347.0222128959,10444.253879238,9084.19039329626,17571.7133583153,10290.4274589688,1015.89650179398,10165.3013047527,10579.2747477639,999.254439006764,985.677314722869,10279.100885426,9914.04405560927,994.061506331799,9453.06021730695,10473.350996173,988.762938032371,999.534699167938,938.793660480171,972.954467682333,998.566158864738,9965.80134450902,990.787538820975,951.241231246121,564.5486861011,1001.22835791433,992.184598276596,1002.1541908694
1,837.490723530534,8832.14728832731,92894.970150184,9097.40968103484,8966.28507349439,11349.9025926633,19200.3962958817,14854.0383557832,9079.05668892922,960.062374592598,8970.41402577843,10025.3237494439,880.234424731558,920.966460194899,9025.49662019037,8775.78349864924,919.801166239032,10403.849990562,9383.89088134103,895.677340917377,909.00130203895,859.076398215522,894.264592939594,935.729352041139,9048.04923952124,896.71337708174,882.007746204749,192.616323728963,893.317665320419,884.753022066022,898.454154441071
1,0.255736151788401,3366.14406472027,458833.185014555,387607.312801631,1473.77669524565,1774332.70976382,6536530.07298964,596365.078507429,87.6549500183926,120.91523101867,4121.62414601441,18917.0889810238,-15.6219270068517,211.472405140825,2075.21749638524,9915.69861251394,17.5780278357256,920.712704770055,85.38184386914,1.55708312665694,0.397269596787071,18.3887870379794,4.10306187427836,19.2163715297864,1038.80268407492,21.7651748000822,8.05698432381986,9.31585596745414,3.66277653084854,12.5909298781829,6.55907776111189
